,_id,description,Bert_Label,Flair_Label,BL_Label,CE_Label,BLTC_Label,Expert1,Expert2,Expert3,Final_Label
212,CVE-2017-17515,"** DISPUTED ** etc/ObjectList in Metview 4.7.3 does not validate strings before launching the program specified by the BROWSER environment variable, which might allow remote attackers to conduct argument-injection attacks via a crafted URL. NOTE: a third party has indicated that the code to access this environment variable is not enabled in the shipped product.",server-side request forgery,code injection,unauthorized access,code injection,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
213,CVE-2017-3004,"Adobe Photoshop versions CC 2017 (18.0.1) and earlier, CC 2015.5.1 (17.0.1) and earlier have a memory corruption vulnerability when parsing malicious PCX files. Successful exploitation could lead to arbitrary code execution.",disabling security tools,No Label,memory based attack,memory based attack,memory based attack,Code Injection,Code Injection,"Code Injection, Memory Corruption",memory based attack
214,CVE-2019-7019,"Adobe Acrobat and Reader versions 2019.010.20069 and earlier, 2019.010.20069 and earlier, 2017.011.30113 and earlier version, and 2015.006.30464 and earlier have an out-of-bounds write vulnerability. Successful exploitation could lead to arbitrary code execution .",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
215,CVE-2021-21095,Adobe Bridge versions 10.1.1 (and earlier) and 11.0.1 (and earlier) are affected by an Out-of-bounds write vulnerability when parsing a crafted file. An unauthenticated attacker could leverage this vulnerability to achieve arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.,disabling security tools,No Label,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
216,CVE-2020-3728,Adobe Framemaker versions 2019.0.4 and below have an out-of-bounds write vulnerability. Successful exploitation could lead to arbitrary code execution.,disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
217,CVE-2018-15936,"Adobe Acrobat and Reader versions 2018.011.20063 and earlier, 2017.011.30102 and earlier, and 2015.006.30452 and earlier have an out-of-bounds write vulnerability. Successful exploitation could lead to arbitrary code execution.",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
218,CVE-2019-7833,"Adobe Acrobat and Reader versions 2019.010.20100 and earlier, 2019.010.20099 and earlier, 2017.011.30140 and earlier, 2017.011.30138 and earlier, 2015.006.30495 and earlier, and 2015.006.30493 and earlier have a use after free vulnerability. Successful exploitation could lead to arbitrary code execution.",disabling security tools,No Label,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
219,CVE-2019-7078,"Adobe Acrobat and Reader versions 2019.010.20069 and earlier, 2019.010.20069 and earlier, 2017.011.30113 and earlier version, and 2015.006.30464 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
220,CVE-2017-11270,"Adobe Acrobat Reader 2017.009.20058 and earlier, 2017.008.30051 and earlier, 2015.006.30306 and earlier, and 11.0.20 and earlier has an exploitable memory corruption vulnerability in the image conversion engine when processing Enhanced Metafile Format (EMF) private data representing icons. Successful exploitation could lead to arbitrary code execution.",disabling security tools,No Label,memory based attack,sensitive data exposure,memory based attack,Code Injection,Code Injection,"Code Injection, Memory Corruption",code injection
221,CVE-2019-7759,"Adobe Acrobat and Reader versions 2019.010.20100 and earlier, 2019.010.20099 and earlier, 2017.011.30140 and earlier, 2017.011.30138 and earlier, 2015.006.30495 and earlier, and 2015.006.30493 and earlier have a use after free vulnerability. Successful exploitation could lead to arbitrary code execution.",disabling security tools,No Label,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
222,CVE-2019-7825,"Adobe Acrobat and Reader versions 2019.010.20100 and earlier, 2019.010.20099 and earlier, 2017.011.30140 and earlier, 2017.011.30138 and earlier, 2015.006.30495 and earlier, and 2015.006.30493 and earlier have an out-of-bounds write vulnerability. Successful exploitation could lead to arbitrary code execution.",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
223,CVE-2017-11274,Adobe Digital Editions 4.5.4 and earlier has an exploitable use after free vulnerability. Successful exploitation could lead to arbitrary code execution.,disabling security tools,No Label,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
224,CVE-2019-7132,Adobe Bridge CC versions 9.0.2 have an out-of-bounds write vulnerability. Successful exploitation could lead to remote code execution.,disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
225,CVE-2019-7103,Adobe Shockwave Player versions 12.3.4.204 and earlier have a memory corruption vulnerability. Successful exploitation could lead to arbitrary code execution.,disabling security tools,code injection,memory based attack,system misconfiguration,memory based attack,Code Injection,Code Injection,"Code Injection, Memory Corruption",code injection
226,CVE-2017-11303,An issue was discovered in Adobe Photoshop 18.1.1 (2017.1.1) and earlier versions. An exploitable memory corruption vulnerability exists. Successful exploitation could lead to arbitrary code execution.,disabling security tools,No Label,memory based attack,memory based attack,memory based attack,Code Injection,Code Injection,"Code Injection, Memory Corruption",memory based attack
227,CVE-2020-9579,"Magento versions 2.3.4 and earlier, 2.2.11 and earlier (see note), 1.14.4.4 and earlier, and 1.9.4.4 and earlier have a security mitigation bypass vulnerability. Successful exploitation could lead to arbitrary code execution.",disabling security tools,No Label,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
228,CVE-2018-12808,"Adobe Acrobat and Reader versions 2018.011.20055 and earlier, 2017.011.30096 and earlier, and 2015.006.30434 and earlier have an out-of-bounds write vulnerability. Successful exploitation could lead to arbitrary code execution.",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
229,CVE-2018-15940,"Adobe Acrobat and Reader versions 2018.011.20063 and earlier, 2017.011.30102 and earlier, and 2015.006.30452 and earlier have an out-of-bounds write vulnerability. Successful exploitation could lead to arbitrary code execution.",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
230,CVE-2020-9676,Adobe Bridge versions 10.0.3 and earlier have an out-of-bounds write vulnerability. Successful exploitation could lead to arbitrary code execution.,disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
231,CVE-2020-9559,Adobe Bridge versions 10.0.1 and earlier version have an out-of-bounds write vulnerability. Successful exploitation could lead to arbitrary code execution .,system misconfiguration,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
232,CVE-2018-12822,Adobe Digital Editions versions 4.5.8 and below have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution.,disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
233,CVE-2019-7785,"Adobe Acrobat and Reader versions 2019.010.20100 and earlier, 2019.010.20099 and earlier, 2017.011.30140 and earlier, 2017.011.30138 and earlier, 2015.006.30495 and earlier, and 2015.006.30493 and earlier have a use after free vulnerability. Successful exploitation could lead to arbitrary code execution.",disabling security tools,No Label,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
234,CVE-2020-9701,"Adobe Acrobat and Reader versions 2020.009.20074 and earlier, 2020.001.30002, 2017.011.30171 and earlier, and 2015.006.30523 and earlier have a buffer error vulnerability. Successful exploitation could lead to arbitrary code execution .",disabling security tools,code injection,buffer overflow,unauthorized access,buffer overflow,Code Injection,Code Injection,Code Injection,code injection
235,CVE-2019-8056,"Adobe Acrobat and Reader versions 2019.012.20035 and earlier, 2019.012.20035 and earlier, 2017.011.30142 and earlier, 2017.011.30143 and earlier, 2015.006.30497 and earlier, and 2015.006.30498 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",disabling security tools,No Label,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
236,CVE-2019-8009,"Adobe Acrobat and Reader versions 2019.012.20035 and earlier, 2019.012.20035 and earlier, 2017.011.30142 and earlier, 2017.011.30143 and earlier, 2015.006.30497 and earlier, and 2015.006.30498 and earlier have an out-of-bounds write vulnerability. Successful exploitation could lead to arbitrary code execution .",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
237,CVE-2018-12794,"Adobe Acrobat and Reader 2018.011.20040 and earlier, 2017.011.30080 and earlier, and 2015.006.30418 and earlier versions have a Type Confusion vulnerability. Successful exploitation could lead to arbitrary code execution in the context of the current user.",disabling security tools,code injection,privilege escalation,sensitive data exposure,privilege escalation,Code Injection,Code Injection,Code Injection,code injection
238,CVE-2021-21018,"Magento versions 2.4.1 (and earlier), 2.4.0-p1 (and earlier) and 2.3.6 (and earlier) are vulnerable to OS command injection via the scheduled operation module. Successful exploitation could lead to arbitrary code execution by an authenticated attacker. Access to the admin console is required for successful exploitation.",server-side request forgery,No Label,code injection,code injection,code injection,Code Injection,Code Injection,Code Injection,code injection
239,CVE-2019-8247,Adobe Illustrator CC versions 23.1 and earlier have a memory corruption vulnerability. Successful exploitation could lead to arbitrary code execution .,web session cookie,code injection,memory based attack,unauthorized access,memory based attack,Code Injection,Code Injection,"Code Injection, Memory Corruption",code injection
240,CVE-2016-7874,"Adobe Flash Player versions 23.0.0.207 and earlier, 11.2.202.644 and earlier have an exploitable memory corruption vulnerability in the NetConnection class when handling the proxy types. Successful exploitation could lead to arbitrary code execution.",disabling security tools,code injection,memory based attack,unauthorized access,memory based attack,Code Injection,Code Injection,"Code Injection, Memory Corruption",code injection
241,CVE-2019-7772,"Adobe Acrobat and Reader versions 2019.010.20100 and earlier, 2019.010.20099 and earlier, 2017.011.30140 and earlier, 2017.011.30138 and earlier, 2015.006.30495 and earlier, and 2015.006.30493 and earlier have a use after free vulnerability. Successful exploitation could lead to arbitrary code execution.",disabling security tools,No Label,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
242,CVE-2017-3024,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have an exploitable memory corruption vulnerability when manipulating PDF annotations. Successful exploitation could lead to arbitrary code execution.",disabling security tools,code injection,memory based attack,unauthorized access,memory based attack,Code Injection,Code Injection,"Code Injection, Memory Corruption",code injection
243,CVE-2018-15920,"Adobe Acrobat and Reader versions 2018.011.20063 and earlier, 2017.011.30102 and earlier, and 2015.006.30452 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution.",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
244,CVE-2019-7111,"Adobe Acrobat and Reader versions 2019.010.20098 and earlier, 2019.010.20098 and earlier, 2017.011.30127 and earlier version, and 2015.006.30482 and earlier have an out-of-bounds write vulnerability. Successful exploitation could lead to arbitrary code execution .",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
245,CVE-2017-2930,Adobe Flash Player versions 24.0.0.186 and earlier have an exploitable memory corruption vulnerability due to a concurrency error when manipulating a display list. Successful exploitation could lead to arbitrary code execution.,system misconfiguration,code injection,memory based attack,system misconfiguration,memory based attack,Code Injection,Code Injection,"Code Injection, Memory Corruption",code injection
246,CVE-2020-3736,Adobe Framemaker versions 2019.0.4 and below have an out-of-bounds write vulnerability. Successful exploitation could lead to arbitrary code execution.,disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
247,CVE-2017-3042,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have an exploitable heap overflow vulnerability in image conversion, related to parsing offsets in TIFF files. Successful exploitation could lead to arbitrary code execution.",disabling security tools,disabling security tools,memory based attack,unauthorized access,memory based attack,Code Injection,Code Injection,Code Injection,code injection
248,CVE-2019-7993,Adobe Photoshop CC versions 19.1.8 and earlier and 20.0.5 and earlier have a heap overflow vulnerability. Successful exploitation could lead to arbitrary code execution.,disabling security tools,code injection,memory based attack,unauthorized access,memory based attack,Code Injection,Code Injection,Code Injection,code injection
249,CVE-2019-7082,"Adobe Acrobat and Reader versions 2019.010.20069 and earlier, 2019.010.20069 and earlier, 2017.011.30113 and earlier version, and 2015.006.30464 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
250,CVE-2019-7975,Adobe Photoshop CC versions 19.1.8 and earlier and 20.0.5 and earlier have a type confusion vulnerability. Successful exploitation could lead to arbitrary code execution.,sensitive data exposure,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
251,CVE-2019-7829,"Adobe Acrobat and Reader versions 2019.010.20100 and earlier, 2019.010.20099 and earlier, 2017.011.30140 and earlier, 2017.011.30138 and earlier, 2015.006.30495 and earlier, and 2015.006.30493 and earlier have an out-of-bounds write vulnerability. Successful exploitation could lead to arbitrary code execution.",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
252,CVE-2018-12868,"Adobe Acrobat and Reader versions 2018.011.20063 and earlier, 2017.011.30102 and earlier, and 2015.006.30452 and earlier have an out-of-bounds write vulnerability. Successful exploitation could lead to arbitrary code execution.",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
253,CVE-2018-12833,"Adobe Acrobat and Reader versions 2018.011.20063 and earlier, 2017.011.30102 and earlier, and 2015.006.30452 and earlier have a heap overflow vulnerability. Successful exploitation could lead to arbitrary code execution.",server-side request forgery,code injection,memory based attack,unauthorized access,memory based attack,Code Injection,Code Injection,Code Injection,code injection
254,CVE-2017-3113,"Adobe Acrobat Reader 2017.009.20058 and earlier, 2017.008.30051 and earlier, 2015.006.30306 and earlier, and 11.0.20 and earlier has an exploitable use after free vulnerability in JavaScript engine when creating large strings. Successful exploitation could lead to arbitrary code execution.",disabling security tools,masquerade attack,privilege escalation,sensitive data exposure,privilege escalation,Code Injection,Code Injection,Code Injection,code injection
255,CVE-2021-21016,"Magento versions 2.4.1 (and earlier), 2.4.0-p1 (and earlier) and 2.3.6 (and earlier) are vulnerable to OS command injection via the WebAPI. Successful exploitation could lead to remote code execution by an authenticated attacker. Access to the admin console is required for successful exploitation.",server-side request forgery,No Label,code injection,code injection,code injection,Code Injection,Code Injection,Code Injection,code injection
256,CVE-2019-8024,"Adobe Acrobat and Reader versions 2019.012.20035 and earlier, 2019.012.20035 and earlier, 2017.011.30142 and earlier, 2017.011.30143 and earlier, 2015.006.30497 and earlier, and 2015.006.30498 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",disabling security tools,No Label,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
257,CVE-2017-3122,"Adobe Acrobat Reader 2017.009.20058 and earlier, 2017.008.30051 and earlier, 2015.006.30306 and earlier, and 11.0.20 and earlier has an exploitable memory corruption vulnerability in the image conversion engine when processing Enhanced Metafile Format (EMF) data related to Bezier curves. Successful exploitation could lead to arbitrary code execution.",disabling security tools,No Label,memory based attack,sensitive data exposure,memory based attack,Code Injection,Code Injection,"Code Injection, Memory Corruption",code injection
258,CVE-2020-9560,Adobe Bridge versions 10.0.1 and earlier version have an out-of-bounds write vulnerability. Successful exploitation could lead to arbitrary code execution .,system misconfiguration,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
259,CVE-2020-3734,Adobe Framemaker versions 2019.0.4 and below have a buffer error vulnerability. Successful exploitation could lead to arbitrary code execution.,system misconfiguration,code injection,buffer overflow,unauthorized access,buffer overflow,Code Injection,Code Injection,Code Injection,code injection
260,CVE-2018-15993,"Adobe Acrobat and Reader versions 2019.008.20081 and earlier, 2019.008.20080 and earlier, 2019.008.20081 and earlier, 2017.011.30106 and earlier version, 2017.011.30105 and earlier version, 2015.006.30457 and earlier, and 2015.006.30456 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution.",disabling security tools,system misconfiguration,unauthorized access,sensitive data exposure,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
261,CVE-2019-8208,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
262,CVE-2019-16453,"Adobe Acrobat and Reader versions , 2019.021.20056 and earlier, 2017.011.30152 and earlier, 2017.011.30155 and earlier version, 2017.011.30152 and earlier, and 2015.006.30505 and earlier have a security bypass vulnerability. Successful exploitation could lead to arbitrary code execution.",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
263,CVE-2019-7104,Adobe Shockwave Player versions 12.3.4.204 and earlier have a memory corruption vulnerability. Successful exploitation could lead to arbitrary code execution.,disabling security tools,code injection,memory based attack,system misconfiguration,memory based attack,Code Injection,Code Injection,"Code Injection, Memory Corruption",code injection
264,CVE-2019-16450,"Adobe Acrobat and Reader versions , 2019.021.20056 and earlier, 2017.011.30152 and earlier, 2017.011.30155 and earlier version, 2017.011.30152 and earlier, and 2015.006.30505 and earlier have an out-of-bounds write vulnerability. Successful exploitation could lead to arbitrary code execution .",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
265,CVE-2021-28556,"Magento versions 2.4.2 (and earlier), 2.4.1-p1 (and earlier) and 2.3.6-p1 (and earlier) are affected by a DOM-based Cross-Site Scripting vulnerability on mage-messages cookies. Successful exploitation could lead to arbitrary JavaScript execution by an unauthenticated attacker. User interaction is required for successful exploitation.",web session cookie,No Label,cross-site scripting,cross-site scripting,cross-site scripting,Code Injection,"Code Injection, Cross-site scripting",Code Injection,cross-site scripting
266,CVE-2019-8028,"Adobe Acrobat and Reader versions 2019.012.20035 and earlier, 2019.012.20035 and earlier, 2017.011.30142 and earlier, 2017.011.30143 and earlier, 2015.006.30497 and earlier, and 2015.006.30498 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",disabling security tools,No Label,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
267,CVE-2017-2926,Adobe Flash Player versions 24.0.0.186 and earlier have an exploitable memory corruption vulnerability related to processing of atoms in MP4 files. Successful exploitation could lead to arbitrary code execution.,memory based attack,code injection,memory based attack,unauthorized access,memory based attack,Code Injection,Code Injection,"Code Injection, Memory Corruption",code injection
268,CVE-2019-16454,"Adobe Acrobat and Reader versions , 2019.021.20056 and earlier, 2017.011.30152 and earlier, 2017.011.30155 and earlier version, 2017.011.30152 and earlier, and 2015.006.30505 and earlier have an out-of-bounds write vulnerability. Successful exploitation could lead to arbitrary code execution .",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
269,CVE-2019-8214,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
270,CVE-2021-21059,"Acrobat Reader DC versions versions 2020.013.20074 (and earlier), 2020.001.30018 (and earlier) and 2017.011.30188 (and earlier) are affected by a Memory corruption vulnerability when parsing a specially crafted PDF file. An unauthenticated attacker could leverage this vulnerability to achieve arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",disabling security tools,No Label,memory based attack,memory based attack,memory based attack,Code Injection,Code Injection,"Code Injection, Memory Corruption",memory based attack
271,CVE-2019-2108,"In ihevcd_ref_list of ihevcd_ref_list.c in Android 10, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.",disabling security tools,buffer overflow,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
272,CVE-2019-2081,In libxaac there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation. Product: AndroidVersions: Android-10Android ID: A-116473261,disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
273,CVE-2018-9450,"In avrc_proc_vendor_command of avrc_api.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-79541338.",disabling security tools,code injection,unauthorized access,command and control,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
274,CVE-2018-9355,"In bta_dm_sdp_result of bta_dm_act.cc, there is a possible out of bounds stack write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-74016921.",disabling security tools,code injection,privilege escalation,code injection,privilege escalation,Code Injection,Code Injection,Code Injection,code injection
275,CVE-2019-9256,In libmediaextractor there is a possible out of bounds write due to an integer overflow. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation. Product: AndroidVersions: Android-10Android ID: A-111921829,disabling security tools,code injection,privilege escalation,code injection,privilege escalation,Code Injection,"Code Injection, Buffer overflow",Code Injection,code injection
276,CVE-2018-9534,In ixheaacd_mps_getstridemap of ixheaacd_mps_parse.c there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android-9. Android ID: A-112857941,disabling security tools,code injection,privilege escalation,unauthorized access,privilege escalation,Code Injection,Code Injection,Code Injection,code injection
277,CVE-2019-2201,"In generate_jsimd_ycc_rgb_convert_neon of jsimd_arm64_neon.S, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution in an unprivileged process with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-120551338",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
278,CVE-2019-2075,In libxaac there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation. Product: AndroidVersions: Android-10Android ID: A-115908308,disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
279,CVE-2020-0117,"In aes_cmac of aes_cmac.cc, there is a possible out of bounds write due to an integer overflow. This could lead to remote code execution in the bluetooth server with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-8.0Android ID: A-151155194",disabling security tools,code injection,privilege escalation,unauthorized access,privilege escalation,Code Injection,"Code Injection, Buffer overflow",Code Injection,code injection
280,CVE-2019-2045,"In JSCallTyper of typer.cc, there is an out of bounds write due to an incorrect bounds check. This could lead to remote code execution in the proxy auto-config with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.1 Android-9 Android ID: A-117554758",disabling security tools,code injection,privilege escalation,typosquatting,privilege escalation,Code Injection,Code Injection,Code Injection,code injection
281,CVE-2018-9571,In impd_parse_loud_eq_instructions of impd_drc_dynamic_payload.c there is a possible out-of-bound write due to missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android-9. Android ID: A-116020594.,disabling security tools,code injection,privilege escalation,unauthorized access,privilege escalation,Code Injection,Code Injection,Code Injection,code injection
282,CVE-2019-2208,"In PromiseBuiltinsAssembler::NewPromiseCapability of builtins-promise.cc, there is a possible out of bounds read in v8 JIT code due to a bug in code generation. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-8.1, Android-9 Android ID: A-138441919",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
283,CVE-2019-1991,"In btif_dm_data_copy of btif_core.cc, there is a possible out of bounds write due to a buffer overflow. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-110166268.",disabling security tools,code injection,buffer overflow,buffer overflow,buffer overflow,Code Injection,"Code Injection, Buffer overflow",Code Injection,buffer overflow
284,CVE-2018-9529,In ixheaacd_individual_ch_stream of ixheaacd_channel.c there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android-9. Android ID: A-112551874,disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
285,CVE-2018-9536,"In numerous functions of libFDK, there are possible out of bounds writes due to incorrect bounds checks. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android-9. Android ID: A-112662184",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
286,CVE-2016-3452,"Unspecified vulnerability in Oracle MySQL 5.5.48 and earlier, 5.6.29 and earlier, and 5.7.10 and earlier and MariaDB before 5.5.49, 10.0.x before 10.0.25, and 10.1.x before 10.1.14 allows remote attackers to affect confidentiality via vectors related to Server: Security: Encryption.",cryptojacking attack,code injection,unknown attack,sensitive data exposure,unknown attack,Unknown Attack,Unknown Attack,Unknown Attack,unknown attack
287,CVE-2015-4735,"Unspecified vulnerability in the Enterprise Manager for Oracle Database component in Oracle Enterprise Manager Grid Control EM Base Platform 11.1.0.1, and EM DB Control 11.2.0.3 and 11.2.0.4, allows remote attackers to affect confidentiality via vectors related to RAC Management.",server-side request forgery,code injection,unknown attack,unknown attack,unknown attack,Unknown Attack,Unknown Attack,Unknown Attack,unknown attack
288,CVE-2013-0417,"Unspecified vulnerability in the Sun Storage Common Array Manager (CAM) component in Oracle Sun Products Suite 6.9.0 allows remote attackers to affect confidentiality, related to Fault Management System (FMS).",disabling security tools,No Label,unknown attack,system misconfiguration,unknown attack,Unknown Attack,Unknown Attack,Unknown Attack,unknown attack
289,CVE-2016-0614,"Unspecified vulnerability in the Oracle BI Publisher component in Oracle Fusion Middleware 11.1.1.7.0, 11.1.1.9.0, and 12.2.1.0.0 allows remote authenticated users to affect confidentiality via unknown vectors.",server-side request forgery,code injection,unknown attack,unknown attack,unknown attack,Unknown Attack,Unknown Attack,Unknown Attack,unknown attack
290,CVE-2008-3998,Unspecified vulnerability in the Oracle iStore component in Oracle E-Business Suite 12.0.4 allows remote authenticated users to affect confidentiality and integrity via unknown vectors.,server-side request forgery,code injection,unknown attack,unknown attack,unknown attack,Unknown Attack,Unknown Attack,Unknown Attack,unknown attack
291,CVE-2016-3484,"Unspecified vulnerability in the Database Vault component in Oracle Database Server 11.2.0.4, 12.1.0.1, and 12.1.0.2 allows local users to affect confidentiality and integrity via unknown vectors.",server-side request forgery,network sniffing,unknown attack,unauthorized access,unknown attack,Unknown Attack,Unknown Attack,Unknown Attack,unknown attack
